"Alkuaika UTC","Lopetusaika UTC","Alkuaika UTC+02:00","Lopetusaika UTC+02:00","Sähkönkulutus Suomessa"
"2018-06-20 11:00:00","2018-06-20 12:00:00","2018-06-20 13:00:00","2018-06-20 14:00:00","8315.0"
"2018-06-20 12:00:00","2018-06-20 13:00:00","2018-06-20 14:00:00","2018-06-20 15:00:00","8234.0"
"2018-06-20 13:00:00","2018-06-20 14:00:00","2018-06-20 15:00:00","2018-06-20 16:00:00","8172.0"
"2018-06-20 14:00:00","2018-06-20 15:00:00","2018-06-20 16:00:00","2018-06-20 17:00:00","8144.0"
"2018-06-20 15:00:00","2018-06-20 16:00:00","2018-06-20 17:00:00","2018-06-20 18:00:00","8032.0"
"2018-06-20 16:00:00","2018-06-20 17:00:00","2018-06-20 18:00:00","2018-06-20 19:00:00","8052.0"
"2018-06-20 17:00:00","2018-06-20 18:00:00","2018-06-20 19:00:00","2018-06-20 20:00:00","8175.0"
"2018-06-20 18:00:00","2018-06-20 19:00:00","2018-06-20 20:00:00","2018-06-20 21:00:00","7887.0"
"2018-06-20 19:00:00","2018-06-20 20:00:00","2018-06-20 21:00:00","2018-06-20 22:00:00","7916.0"
"2018-06-20 20:00:00","2018-06-20 21:00:00","2018-06-20 22:00:00","2018-06-20 23:00:00","7707.0"
"2018-06-20 21:00:00","2018-06-20 22:00:00","2018-06-20 23:00:00","2018-06-21 00:00:00","7287.0"
"2018-06-20 22:00:00","2018-06-20 23:00:00","2018-06-21 00:00:00","2018-06-21 01:00:00","6954.0"
"2018-06-20 23:00:00","2018-06-21 00:00:00","2018-06-21 01:00:00","2018-06-21 02:00:00","6732.0"
"2018-06-21 00:00:00","2018-06-21 01:00:00","2018-06-21 02:00:00","2018-06-21 03:00:00","6662.0"
"2018-06-21 01:00:00","2018-06-21 02:00:00","2018-06-21 03:00:00","2018-06-21 04:00:00","6579.0"
"2018-06-21 02:00:00","2018-06-21 03:00:00","2018-06-21 04:00:00","2018-06-21 05:00:00","6839.0"
"2018-06-21 03:00:00","2018-06-21 04:00:00","2018-06-21 05:00:00","2018-06-21 06:00:00","7446.0"
"2018-06-21 04:00:00","2018-06-21 05:00:00","2018-06-21 06:00:00","2018-06-21 07:00:00","7922.0"
"2018-06-21 05:00:00","2018-06-21 06:00:00","2018-06-21 07:00:00","2018-06-21 08:00:00","8269.0"
"2018-06-21 06:00:00","2018-06-21 07:00:00","2018-06-21 08:00:00","2018-06-21 09:00:00","8360.0"
"2018-06-21 07:00:00","2018-06-21 08:00:00","2018-06-21 09:00:00","2018-06-21 10:00:00","8392.0"
"2018-06-21 08:00:00","2018-06-21 09:00:00","2018-06-21 10:00:00","2018-06-21 11:00:00","8399.0"
"2018-06-21 09:00:00","2018-06-21 10:00:00","2018-06-21 11:00:00","2018-06-21 12:00:00","8494.0"
"2018-06-21 10:00:00","2018-06-21 11:00:00","2018-06-21 12:00:00","2018-06-21 13:00:00","8381.0"
"2018-06-21 11:00:00","2018-06-21 12:00:00","2018-06-21 13:00:00","2018-06-21 14:00:00","8205.0"
"2018-06-21 12:00:00","2018-06-21 13:00:00","2018-06-21 14:00:00","2018-06-21 15:00:00","8156.0"
"2018-06-21 13:00:00","2018-06-21 14:00:00","2018-06-21 15:00:00","2018-06-21 16:00:00","8065.0"
"2018-06-21 14:00:00","2018-06-21 15:00:00","2018-06-21 16:00:00","2018-06-21 17:00:00","8073.0"
"2018-06-21 15:00:00","2018-06-21 16:00:00","2018-06-21 17:00:00","2018-06-21 18:00:00","7954.0"
"2018-06-21 16:00:00","2018-06-21 17:00:00","2018-06-21 18:00:00","2018-06-21 19:00:00","7967.0"
"2018-06-21 17:00:00","2018-06-21 18:00:00","2018-06-21 19:00:00","2018-06-21 20:00:00","7876.0"
"2018-06-21 18:00:00","2018-06-21 19:00:00","2018-06-21 20:00:00","2018-06-21 21:00:00","7573.0"
"2018-06-21 19:00:00","2018-06-21 20:00:00","2018-06-21 21:00:00","2018-06-21 22:00:00","7641.0"
"2018-06-21 20:00:00","2018-06-21 21:00:00","2018-06-21 22:00:00","2018-06-21 23:00:00","7514.0"
"2018-06-21 21:00:00","2018-06-21 22:00:00","2018-06-21 23:00:00","2018-06-22 00:00:00","7071.0"
"2018-06-21 22:00:00","2018-06-21 23:00:00","2018-06-22 00:00:00","2018-06-22 01:00:00","6770.0"
"2018-06-21 23:00:00","2018-06-22 00:00:00","2018-06-22 01:00:00","2018-06-22 02:00:00","6640.0"
"2018-06-22 00:00:00","2018-06-22 01:00:00","2018-06-22 02:00:00","2018-06-22 03:00:00","6501.0"
"2018-06-22 01:00:00","2018-06-22 02:00:00","2018-06-22 03:00:00","2018-06-22 04:00:00","6391.0"
"2018-06-22 02:00:00","2018-06-22 03:00:00","2018-06-22 04:00:00","2018-06-22 05:00:00","6460.0"
"2018-06-22 03:00:00","2018-06-22 04:00:00","2018-06-22 05:00:00","2018-06-22 06:00:00","6694.0"
"2018-06-22 04:00:00","2018-06-22 05:00:00","2018-06-22 06:00:00","2018-06-22 07:00:00","6868.0"
"2018-06-22 05:00:00","2018-06-22 06:00:00","2018-06-22 07:00:00","2018-06-22 08:00:00","7123.0"
"2018-06-22 06:00:00","2018-06-22 07:00:00","2018-06-22 08:00:00","2018-06-22 09:00:00","7377.0"
"2018-06-22 07:00:00","2018-06-22 08:00:00","2018-06-22 09:00:00","2018-06-22 10:00:00","7559.0"
"2018-06-22 08:00:00","2018-06-22 09:00:00","2018-06-22 10:00:00","2018-06-22 11:00:00","7616.0"
"2018-06-22 09:00:00","2018-06-22 10:00:00","2018-06-22 11:00:00","2018-06-22 12:00:00","7647.0"
"2018-06-22 10:00:00","2018-06-22 11:00:00","2018-06-22 12:00:00","2018-06-22 13:00:00","7695.0"
"2018-06-22 11:00:00","2018-06-22 12:00:00","2018-06-22 13:00:00","2018-06-22 14:00:00","7581.0"
"2018-06-22 12:00:00","2018-06-22 13:00:00","2018-06-22 14:00:00","2018-06-22 15:00:00","7644.0"
"2018-06-22 13:00:00","2018-06-22 14:00:00","2018-06-22 15:00:00","2018-06-22 16:00:00","7754.0"
"2018-06-22 14:00:00","2018-06-22 15:00:00","2018-06-22 16:00:00","2018-06-22 17:00:00","7704.0"
"2018-06-22 15:00:00","2018-06-22 16:00:00","2018-06-22 17:00:00","2018-06-22 18:00:00","7621.0"
"2018-06-22 16:00:00","2018-06-22 17:00:00","2018-06-22 18:00:00","2018-06-22 19:00:00","7608.0"
"2018-06-22 17:00:00","2018-06-22 18:00:00","2018-06-22 19:00:00","2018-06-22 20:00:00","7464.0"
"2018-06-22 18:00:00","2018-06-22 19:00:00","2018-06-22 20:00:00","2018-06-22 21:00:00","7222.0"
"2018-06-22 19:00:00","2018-06-22 20:00:00","2018-06-22 21:00:00","2018-06-22 22:00:00","7410.0"
"2018-06-22 20:00:00","2018-06-22 21:00:00","2018-06-22 22:00:00","2018-06-22 23:00:00","7454.0"
"2018-06-22 21:00:00","2018-06-22 22:00:00","2018-06-22 23:00:00","2018-06-23 00:00:00","7182.0"
"2018-06-22 22:00:00","2018-06-22 23:00:00","2018-06-23 00:00:00","2018-06-23 01:00:00","6854.0"
"2018-06-22 23:00:00","2018-06-23 00:00:00","2018-06-23 01:00:00","2018-06-23 02:00:00","6626.0"
"2018-06-23 00:00:00","2018-06-23 01:00:00","2018-06-23 02:00:00","2018-06-23 03:00:00","6502.0"
"2018-06-23 01:00:00","2018-06-23 02:00:00","2018-06-23 03:00:00","2018-06-23 04:00:00","6414.0"
"2018-06-23 02:00:00","2018-06-23 03:00:00","2018-06-23 04:00:00","2018-06-23 05:00:00","6400.0"
"2018-06-23 03:00:00","2018-06-23 04:00:00","2018-06-23 05:00:00","2018-06-23 06:00:00","6449.0"
"2018-06-23 04:00:00","2018-06-23 05:00:00","2018-06-23 06:00:00","2018-06-23 07:00:00","6560.0"
"2018-06-23 05:00:00","2018-06-23 06:00:00","2018-06-23 07:00:00","2018-06-23 08:00:00","6741.0"
"2018-06-23 06:00:00","2018-06-23 07:00:00","2018-06-23 08:00:00","2018-06-23 09:00:00","6899.0"
"2018-06-23 07:00:00","2018-06-23 08:00:00","2018-06-23 09:00:00","2018-06-23 10:00:00","6987.0"
"2018-06-23 08:00:00","2018-06-23 09:00:00","2018-06-23 10:00:00","2018-06-23 11:00:00","7105.0"
"2018-06-23 09:00:00","2018-06-23 10:00:00","2018-06-23 11:00:00","2018-06-23 12:00:00","7100.0"
"2018-06-23 10:00:00","2018-06-23 11:00:00","2018-06-23 12:00:00","2018-06-23 13:00:00","7010.0"
"2018-06-23 11:00:00","2018-06-23 12:00:00","2018-06-23 13:00:00","2018-06-23 14:00:00","7036.0"
"2018-06-23 12:00:00","2018-06-23 13:00:00","2018-06-23 14:00:00","2018-06-23 15:00:00","7005.0"
"2018-06-23 13:00:00","2018-06-23 14:00:00","2018-06-23 15:00:00","2018-06-23 16:00:00","7134.0"
"2018-06-23 14:00:00","2018-06-23 15:00:00","2018-06-23 16:00:00","2018-06-23 17:00:00","7145.0"
"2018-06-23 15:00:00","2018-06-23 16:00:00","2018-06-23 17:00:00","2018-06-23 18:00:00","7237.0"
"2018-06-23 16:00:00","2018-06-23 17:00:00","2018-06-23 18:00:00","2018-06-23 19:00:00","7300.0"
"2018-06-23 17:00:00","2018-06-23 18:00:00","2018-06-23 19:00:00","2018-06-23 20:00:00","7294.0"
"2018-06-23 18:00:00","2018-06-23 19:00:00","2018-06-23 20:00:00","2018-06-23 21:00:00","7097.0"
"2018-06-23 19:00:00","2018-06-23 20:00:00","2018-06-23 21:00:00","2018-06-23 22:00:00","7221.0"
"2018-06-23 20:00:00","2018-06-23 21:00:00","2018-06-23 22:00:00","2018-06-23 23:00:00","7216.0"
"2018-06-23 21:00:00","2018-06-23 22:00:00","2018-06-23 23:00:00","2018-06-24 00:00:00","7029.0"
"2018-06-23 22:00:00","2018-06-23 23:00:00","2018-06-24 00:00:00","2018-06-24 01:00:00","6780.0"
"2018-06-23 23:00:00","2018-06-24 00:00:00","2018-06-24 01:00:00","2018-06-24 02:00:00","6501.0"
"2018-06-24 00:00:00","2018-06-24 01:00:00","2018-06-24 02:00:00","2018-06-24 03:00:00","6426.0"
"2018-06-24 01:00:00","2018-06-24 02:00:00","2018-06-24 03:00:00","2018-06-24 04:00:00","6348.0"
"2018-06-24 02:00:00","2018-06-24 03:00:00","2018-06-24 04:00:00","2018-06-24 05:00:00","6349.0"
"2018-06-24 03:00:00","2018-06-24 04:00:00","2018-06-24 05:00:00","2018-06-24 06:00:00","6424.0"
"2018-06-24 04:00:00","2018-06-24 05:00:00","2018-06-24 06:00:00","2018-06-24 07:00:00","6481.0"
"2018-06-24 05:00:00","2018-06-24 06:00:00","2018-06-24 07:00:00","2018-06-24 08:00:00","6605.0"
"2018-06-24 06:00:00","2018-06-24 07:00:00","2018-06-24 08:00:00","2018-06-24 09:00:00","6759.0"
"2018-06-24 07:00:00","2018-06-24 08:00:00","2018-06-24 09:00:00","2018-06-24 10:00:00","6876.0"
"2018-06-24 08:00:00","2018-06-24 09:00:00","2018-06-24 10:00:00","2018-06-24 11:00:00","6967.0"
"2018-06-24 09:00:00","2018-06-24 10:00:00","2018-06-24 11:00:00","2018-06-24 12:00:00","7020.0"
"2018-06-24 10:00:00","2018-06-24 11:00:00","2018-06-24 12:00:00","2018-06-24 13:00:00","6964.0"
"2018-06-24 11:00:00","2018-06-24 12:00:00","2018-06-24 13:00:00","2018-06-24 14:00:00","6998.0"
"2018-06-24 12:00:00","2018-06-24 13:00:00","2018-06-24 14:00:00","2018-06-24 15:00:00","7042.0"
"2018-06-24 13:00:00","2018-06-24 14:00:00","2018-06-24 15:00:00","2018-06-24 16:00:00","7122.0"
"2018-06-24 14:00:00","2018-06-24 15:00:00","2018-06-24 16:00:00","2018-06-24 17:00:00","7138.0"
"2018-06-24 15:00:00","2018-06-24 16:00:00","2018-06-24 17:00:00","2018-06-24 18:00:00","7178.0"
"2018-06-24 16:00:00","2018-06-24 17:00:00","2018-06-24 18:00:00","2018-06-24 19:00:00","7295.0"
"2018-06-24 17:00:00","2018-06-24 18:00:00","2018-06-24 19:00:00","2018-06-24 20:00:00","7327.0"
"2018-06-24 18:00:00","2018-06-24 19:00:00","2018-06-24 20:00:00","2018-06-24 21:00:00","7116.0"
"2018-06-24 19:00:00","2018-06-24 20:00:00","2018-06-24 21:00:00","2018-06-24 22:00:00","7404.0"
"2018-06-24 20:00:00","2018-06-24 21:00:00","2018-06-24 22:00:00","2018-06-24 23:00:00","7374.0"
"2018-06-24 21:00:00","2018-06-24 22:00:00","2018-06-24 23:00:00","2018-06-25 00:00:00","7082.0"
"2018-06-24 22:00:00","2018-06-24 23:00:00","2018-06-25 00:00:00","2018-06-25 01:00:00","6823.0"
"2018-06-24 23:00:00","2018-06-25 00:00:00","2018-06-25 01:00:00","2018-06-25 02:00:00","6690.0"
"2018-06-25 00:00:00","2018-06-25 01:00:00","2018-06-25 02:00:00","2018-06-25 03:00:00","6546.0"
"2018-06-25 01:00:00","2018-06-25 02:00:00","2018-06-25 03:00:00","2018-06-25 04:00:00","6558.0"
"2018-06-25 02:00:00","2018-06-25 03:00:00","2018-06-25 04:00:00","2018-06-25 05:00:00","6744.0"
"2018-06-25 03:00:00","2018-06-25 04:00:00","2018-06-25 05:00:00","2018-06-25 06:00:00","7421.0"
"2018-06-25 04:00:00","2018-06-25 05:00:00","2018-06-25 06:00:00","2018-06-25 07:00:00","7901.0"
"2018-06-25 05:00:00","2018-06-25 06:00:00","2018-06-25 07:00:00","2018-06-25 08:00:00","8160.0"
"2018-06-25 06:00:00","2018-06-25 07:00:00","2018-06-25 08:00:00","2018-06-25 09:00:00","8334.0"
"2018-06-25 07:00:00","2018-06-25 08:00:00","2018-06-25 09:00:00","2018-06-25 10:00:00","8438.0"
"2018-06-25 08:00:00","2018-06-25 09:00:00","2018-06-25 10:00:00","2018-06-25 11:00:00","8540.0"
"2018-06-25 09:00:00","2018-06-25 10:00:00","2018-06-25 11:00:00","2018-06-25 12:00:00","8544.0"
"2018-06-25 10:00:00","2018-06-25 11:00:00","2018-06-25 12:00:00","2018-06-25 13:00:00","8467.0"
"2018-06-25 11:00:00","2018-06-25 12:00:00","2018-06-25 13:00:00","2018-06-25 14:00:00","8403.0"
"2018-06-25 12:00:00","2018-06-25 13:00:00","2018-06-25 14:00:00","2018-06-25 15:00:00","8311.0"
"2018-06-25 13:00:00","2018-06-25 14:00:00","2018-06-25 15:00:00","2018-06-25 16:00:00","8147.0"
"2018-06-25 14:00:00","2018-06-25 15:00:00","2018-06-25 16:00:00","2018-06-25 17:00:00","8110.0"
"2018-06-25 15:00:00","2018-06-25 16:00:00","2018-06-25 17:00:00","2018-06-25 18:00:00","8070.0"
"2018-06-25 16:00:00","2018-06-25 17:00:00","2018-06-25 18:00:00","2018-06-25 19:00:00","8125.0"
"2018-06-25 17:00:00","2018-06-25 18:00:00","2018-06-25 19:00:00","2018-06-25 20:00:00","8077.0"
"2018-06-25 18:00:00","2018-06-25 19:00:00","2018-06-25 20:00:00","2018-06-25 21:00:00","7742.0"
"2018-06-25 19:00:00","2018-06-25 20:00:00","2018-06-25 21:00:00","2018-06-25 22:00:00","7854.0"
"2018-06-25 20:00:00","2018-06-25 21:00:00","2018-06-25 22:00:00","2018-06-25 23:00:00","7736.0"
"2018-06-25 21:00:00","2018-06-25 22:00:00","2018-06-25 23:00:00","2018-06-26 00:00:00","7443.0"
"2018-06-25 22:00:00","2018-06-25 23:00:00","2018-06-26 00:00:00","2018-06-26 01:00:00","7129.0"
"2018-06-25 23:00:00","2018-06-26 00:00:00","2018-06-26 01:00:00","2018-06-26 02:00:00","6988.0"
"2018-06-26 00:00:00","2018-06-26 01:00:00","2018-06-26 02:00:00","2018-06-26 03:00:00","6850.0"
"2018-06-26 01:00:00","2018-06-26 02:00:00","2018-06-26 03:00:00","2018-06-26 04:00:00","6850.0"
"2018-06-26 02:00:00","2018-06-26 03:00:00","2018-06-26 04:00:00","2018-06-26 05:00:00","6982.0"
"2018-06-26 03:00:00","2018-06-26 04:00:00","2018-06-26 05:00:00","2018-06-26 06:00:00","7567.0"
"2018-06-26 04:00:00","2018-06-26 05:00:00","2018-06-26 06:00:00","2018-06-26 07:00:00","7981.0"
"2018-06-26 05:00:00","2018-06-26 06:00:00","2018-06-26 07:00:00","2018-06-26 08:00:00","8316.0"
"2018-06-26 06:00:00","2018-06-26 07:00:00","2018-06-26 08:00:00","2018-06-26 09:00:00","8494.0"
"2018-06-26 07:00:00","2018-06-26 08:00:00","2018-06-26 09:00:00","2018-06-26 10:00:00","8583.0"
"2018-06-26 08:00:00","2018-06-26 09:00:00","2018-06-26 10:00:00","2018-06-26 11:00:00","8635.0"
"2018-06-26 09:00:00","2018-06-26 10:00:00","2018-06-26 11:00:00","2018-06-26 12:00:00","8664.0"
"2018-06-26 10:00:00","2018-06-26 11:00:00","2018-06-26 12:00:00","2018-06-26 13:00:00","8628.0"
"2018-06-26 11:00:00","2018-06-26 12:00:00","2018-06-26 13:00:00","2018-06-26 14:00:00","8753.0"
"2018-06-26 12:00:00","2018-06-26 13:00:00","2018-06-26 14:00:00","2018-06-26 15:00:00","8730.0"
"2018-06-26 13:00:00","2018-06-26 14:00:00","2018-06-26 15:00:00","2018-06-26 16:00:00","8573.0"
"2018-06-26 14:00:00","2018-06-26 15:00:00","2018-06-26 16:00:00","2018-06-26 17:00:00","8558.0"
"2018-06-26 15:00:00","2018-06-26 16:00:00","2018-06-26 17:00:00","2018-06-26 18:00:00","8468.0"
"2018-06-26 16:00:00","2018-06-26 17:00:00","2018-06-26 18:00:00","2018-06-26 19:00:00","8549.0"
"2018-06-26 17:00:00","2018-06-26 18:00:00","2018-06-26 19:00:00","2018-06-26 20:00:00","8498.0"
"2018-06-26 18:00:00","2018-06-26 19:00:00","2018-06-26 20:00:00","2018-06-26 21:00:00","8234.0"
"2018-06-26 19:00:00","2018-06-26 20:00:00","2018-06-26 21:00:00","2018-06-26 22:00:00","8281.0"
"2018-06-26 20:00:00","2018-06-26 21:00:00","2018-06-26 22:00:00","2018-06-26 23:00:00","8124.0"
"2018-06-26 21:00:00","2018-06-26 22:00:00","2018-06-26 23:00:00","2018-06-27 00:00:00","7710.0"
"2018-06-26 22:00:00","2018-06-26 23:00:00","2018-06-27 00:00:00","2018-06-27 01:00:00","7426.0"
"2018-06-26 23:00:00","2018-06-27 00:00:00","2018-06-27 01:00:00","2018-06-27 02:00:00","7218.0"
"2018-06-27 00:00:00","2018-06-27 01:00:00","2018-06-27 02:00:00","2018-06-27 03:00:00","7074.0"
"2018-06-27 01:00:00","2018-06-27 02:00:00","2018-06-27 03:00:00","2018-06-27 04:00:00","7044.0"
"2018-06-27 02:00:00","2018-06-27 03:00:00","2018-06-27 04:00:00","2018-06-27 05:00:00","7263.0"
"2018-06-27 03:00:00","2018-06-27 04:00:00","2018-06-27 05:00:00","2018-06-27 06:00:00","7873.0"
"2018-06-27 04:00:00","2018-06-27 05:00:00","2018-06-27 06:00:00","2018-06-27 07:00:00","8435.0"
"2018-06-27 05:00:00","2018-06-27 06:00:00","2018-06-27 07:00:00","2018-06-27 08:00:00","8665.0"
"2018-06-27 06:00:00","2018-06-27 07:00:00","2018-06-27 08:00:00","2018-06-27 09:00:00","8859.0"
"2018-06-27 07:00:00","2018-06-27 08:00:00","2018-06-27 09:00:00","2018-06-27 10:00:00","8915.0"
"2018-06-27 08:00:00","2018-06-27 09:00:00","2018-06-27 10:00:00","2018-06-27 11:00:00","8930.0"
"2018-06-27 09:00:00","2018-06-27 10:00:00","2018-06-27 11:00:00","2018-06-27 12:00:00","8997.0"
"2018-06-27 10:00:00","2018-06-27 11:00:00","2018-06-27 12:00:00","2018-06-27 13:00:00","8979.0"
"2018-06-27 11:00:00","2018-06-27 12:00:00","2018-06-27 13:00:00","2018-06-27 14:00:00","8935.0"
"2018-06-27 12:00:00","2018-06-27 13:00:00","2018-06-27 14:00:00","2018-06-27 15:00:00","8900.0"
"2018-06-27 13:00:00","2018-06-27 14:00:00","2018-06-27 15:00:00","2018-06-27 16:00:00","8806.0"
"2018-06-27 14:00:00","2018-06-27 15:00:00","2018-06-27 16:00:00","2018-06-27 17:00:00","8816.0"
"2018-06-27 15:00:00","2018-06-27 16:00:00","2018-06-27 17:00:00","2018-06-27 18:00:00","8723.0"
"2018-06-27 16:00:00","2018-06-27 17:00:00","2018-06-27 18:00:00","2018-06-27 19:00:00","8729.0"
"2018-06-27 17:00:00","2018-06-27 18:00:00","2018-06-27 19:00:00","2018-06-27 20:00:00","8631.0"
"2018-06-27 18:00:00","2018-06-27 19:00:00","2018-06-27 20:00:00","2018-06-27 21:00:00","8313.0"
"2018-06-27 19:00:00","2018-06-27 20:00:00","2018-06-27 21:00:00","2018-06-27 22:00:00","8360.0"
"2018-06-27 20:00:00","2018-06-27 21:00:00","2018-06-27 22:00:00","2018-06-27 23:00:00","8170.0"
"2018-06-27 21:00:00","2018-06-27 22:00:00","2018-06-27 23:00:00","2018-06-28 00:00:00","7825.0"
"2018-06-27 22:00:00","2018-06-27 23:00:00","2018-06-28 00:00:00","2018-06-28 01:00:00","7477.0"
"2018-06-27 23:00:00","2018-06-28 00:00:00","2018-06-28 01:00:00","2018-06-28 02:00:00","7189.0"
"2018-06-28 00:00:00","2018-06-28 01:00:00","2018-06-28 02:00:00","2018-06-28 03:00:00","7153.0"
"2018-06-28 01:00:00","2018-06-28 02:00:00","2018-06-28 03:00:00","2018-06-28 04:00:00","7094.0"
"2018-06-28 02:00:00","2018-06-28 03:00:00","2018-06-28 04:00:00","2018-06-28 05:00:00","7298.0"
"2018-06-28 03:00:00","2018-06-28 04:00:00","2018-06-28 05:00:00","2018-06-28 06:00:00","7878.0"
"2018-06-28 04:00:00","2018-06-28 05:00:00","2018-06-28 06:00:00","2018-06-28 07:00:00","8420.0"
"2018-06-28 05:00:00","2018-06-28 06:00:00","2018-06-28 07:00:00","2018-06-28 08:00:00","8690.0"
"2018-06-28 06:00:00","2018-06-28 07:00:00","2018-06-28 08:00:00","2018-06-28 09:00:00","8905.0"
"2018-06-28 07:00:00","2018-06-28 08:00:00","2018-06-28 09:00:00","2018-06-28 10:00:00","8990.0"
"2018-06-28 08:00:00","2018-06-28 09:00:00","2018-06-28 10:00:00","2018-06-28 11:00:00","9110.0"
"2018-06-28 09:00:00","2018-06-28 10:00:00","2018-06-28 11:00:00","2018-06-28 12:00:00","9122.0"
"2018-06-28 10:00:00","2018-06-28 11:00:00","2018-06-28 12:00:00","2018-06-28 13:00:00","9139.0"
"2018-06-28 11:00:00","2018-06-28 12:00:00","2018-06-28 13:00:00","2018-06-28 14:00:00","9055.0"
"2018-06-28 12:00:00","2018-06-28 13:00:00","2018-06-28 14:00:00","2018-06-28 15:00:00","9000.0"
"2018-06-28 13:00:00","2018-06-28 14:00:00","2018-06-28 15:00:00","2018-06-28 16:00:00","8948.0"
"2018-06-28 14:00:00","2018-06-28 15:00:00","2018-06-28 16:00:00","2018-06-28 17:00:00","8896.0"
"2018-06-28 15:00:00","2018-06-28 16:00:00","2018-06-28 17:00:00","2018-06-28 18:00:00","8730.0"
"2018-06-28 16:00:00","2018-06-28 17:00:00","2018-06-28 18:00:00","2018-06-28 19:00:00","8745.0"
"2018-06-28 17:00:00","2018-06-28 18:00:00","2018-06-28 19:00:00","2018-06-28 20:00:00","8716.0"
"2018-06-28 18:00:00","2018-06-28 19:00:00","2018-06-28 20:00:00","2018-06-28 21:00:00","8433.0"
"2018-06-28 19:00:00","2018-06-28 20:00:00","2018-06-28 21:00:00","2018-06-28 22:00:00","8484.0"
"2018-06-28 20:00:00","2018-06-28 21:00:00","2018-06-28 22:00:00","2018-06-28 23:00:00","8337.0"
"2018-06-28 21:00:00","2018-06-28 22:00:00","2018-06-28 23:00:00","2018-06-29 00:00:00","7970.0"
"2018-06-28 22:00:00","2018-06-28 23:00:00","2018-06-29 00:00:00","2018-06-29 01:00:00","7575.0"
"2018-06-28 23:00:00","2018-06-29 00:00:00","2018-06-29 01:00:00","2018-06-29 02:00:00","7411.0"
"2018-06-29 00:00:00","2018-06-29 01:00:00","2018-06-29 02:00:00","2018-06-29 03:00:00","7326.0"
"2018-06-29 01:00:00","2018-06-29 02:00:00","2018-06-29 03:00:00","2018-06-29 04:00:00","7284.0"
"2018-06-29 02:00:00","2018-06-29 03:00:00","2018-06-29 04:00:00","2018-06-29 05:00:00","7529.0"
"2018-06-29 03:00:00","2018-06-29 04:00:00","2018-06-29 05:00:00","2018-06-29 06:00:00","8120.0"
"2018-06-29 04:00:00","2018-06-29 05:00:00","2018-06-29 06:00:00","2018-06-29 07:00:00","8639.0"
"2018-06-29 05:00:00","2018-06-29 06:00:00","2018-06-29 07:00:00","2018-06-29 08:00:00","8917.0"
"2018-06-29 06:00:00","2018-06-29 07:00:00","2018-06-29 08:00:00","2018-06-29 09:00:00","9100.0"
"2018-06-29 07:00:00","2018-06-29 08:00:00","2018-06-29 09:00:00","2018-06-29 10:00:00","9292.0"
"2018-06-29 08:00:00","2018-06-29 09:00:00","2018-06-29 10:00:00","2018-06-29 11:00:00","9354.0"
"2018-06-29 09:00:00","2018-06-29 10:00:00","2018-06-29 11:00:00","2018-06-29 12:00:00","9329.0"
"2018-06-29 10:00:00","2018-06-29 11:00:00","2018-06-29 12:00:00","2018-06-29 13:00:00","9285.0"
"2018-06-29 11:00:00","2018-06-29 12:00:00","2018-06-29 13:00:00","2018-06-29 14:00:00","9146.0"
"2018-06-29 12:00:00","2018-06-29 13:00:00","2018-06-29 14:00:00","2018-06-29 15:00:00","9172.0"
"2018-06-29 13:00:00","2018-06-29 14:00:00","2018-06-29 15:00:00","2018-06-29 16:00:00","9049.0"
"2018-06-29 14:00:00","2018-06-29 15:00:00","2018-06-29 16:00:00","2018-06-29 17:00:00","8931.0"
"2018-06-29 15:00:00","2018-06-29 16:00:00","2018-06-29 17:00:00","2018-06-29 18:00:00","8930.0"
"2018-06-29 16:00:00","2018-06-29 17:00:00","2018-06-29 18:00:00","2018-06-29 19:00:00","8974.0"
"2018-06-29 17:00:00","2018-06-29 18:00:00","2018-06-29 19:00:00","2018-06-29 20:00:00","8898.0"
"2018-06-29 18:00:00","2018-06-29 19:00:00","2018-06-29 20:00:00","2018-06-29 21:00:00","8520.0"
"2018-06-29 19:00:00","2018-06-29 20:00:00","2018-06-29 21:00:00","2018-06-29 22:00:00","8552.0"
"2018-06-29 20:00:00","2018-06-29 21:00:00","2018-06-29 22:00:00","2018-06-29 23:00:00","8347.0"
"2018-06-29 21:00:00","2018-06-29 22:00:00","2018-06-29 23:00:00","2018-06-30 00:00:00","7975.0"
"2018-06-29 22:00:00","2018-06-29 23:00:00","2018-06-30 00:00:00","2018-06-30 01:00:00","7641.0"
"2018-06-29 23:00:00","2018-06-30 00:00:00","2018-06-30 01:00:00","2018-06-30 02:00:00","7477.0"
"2018-06-30 00:00:00","2018-06-30 01:00:00","2018-06-30 02:00:00","2018-06-30 03:00:00","7315.0"
"2018-06-30 01:00:00","2018-06-30 02:00:00","2018-06-30 03:00:00","2018-06-30 04:00:00","7271.0"
"2018-06-30 02:00:00","2018-06-30 03:00:00","2018-06-30 04:00:00","2018-06-30 05:00:00","7311.0"
"2018-06-30 03:00:00","2018-06-30 04:00:00","2018-06-30 05:00:00","2018-06-30 06:00:00","7505.0"
"2018-06-30 04:00:00","2018-06-30 05:00:00","2018-06-30 06:00:00","2018-06-30 07:00:00","7608.0"
"2018-06-30 05:00:00","2018-06-30 06:00:00","2018-06-30 07:00:00","2018-06-30 08:00:00","7794.0"
"2018-06-30 06:00:00","2018-06-30 07:00:00","2018-06-30 08:00:00","2018-06-30 09:00:00","7976.0"
